timestamp,frame_number,object_id,object_type,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,width,height,area,zone,speed,direction,source
2025-09-14 13:52:53.365801,0,1,person,0.5303879976272583,1365.106689453125,-2688.993896484375,1487.8070068359375,-2466.525146484375,1426.4568481445312,-2577.759521484375,122.7003173828125,222.46875,27296.98623275757,unknown_area,,,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.365801,0,2,person,0.3993443250656128,464.05621337890625,120.97705078125,523.9928588867188,284.715087890625,494.0245361328125,202.8460693359375,59.9366455078125,163.738037109375,9813.908686369658,entrance,,,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.365801,0,3,person,0.3690119981765747,1394.53662109375,-812.1051025390625,1479.8743896484375,-629.5555419921875,1437.2055053710938,-720.830322265625,85.3377685546875,182.549560546875,15578.372147709131,unknown_area,,,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.365801,0,4,umbrella,0.35126248002052307,994.0659790039062,187.81732177734375,1236.85888671875,316.13763427734375,1115.4624328613281,251.97747802734375,242.79290771484375,128.3203125,31155.26179075241,entrance,,,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.365801,0,5,person,0.3323785662651062,1784.53271484375,-2620.532958984375,1901.91650390625,-2410.412109375,1843.224609375,-2515.4725341796875,117.3837890625,210.120849609375,24664.78148818016,unknown_area,,,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.365801,0,6,person,0.32986173033714294,1614.756103515625,-2579.937255859375,1758.1954345703125,-2352.678466796875,1686.4757690429688,-2466.307861328125,143.4393310546875,227.2587890625,32597.848679423332,unknown_area,,,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.365801,0,7,person,0.3288010358810425,332.9766540527344,-931.3507080078125,410.3568420410156,-725.6595458984375,371.666748046875,-828.505126953125,77.38018798828125,205.691162109375,15916.42079155147,unknown_area,,,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.365801,0,8,person,0.2980263829231262,1203.5281982421875,-1770.968994140625,1301.6412353515625,-1500.748046875,1252.584716796875,-1635.8585205078125,98.113037109375,270.220947265625,26512.19782680273,unknown_area,,,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.515500,3,1,person,0.5408121943473816,1366.7373046875,-2688.730712890625,1490.65087890625,-2465.175537109375,1428.694091796875,-2576.953125,123.91357421875,223.55517578125,27701.520866155624,unknown_area,15.886123221581185,19.821290312369385,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.515500,3,2,person,0.34021273255348206,462.852294921875,119.227783203125,522.2215576171875,287.15374755859375,492.53692626953125,203.19076538085938,59.3692626953125,167.92596435546875,9969.640691183507,entrance,10.20062089009985,166.95414527774224,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.515500,3,3,person,0.3109988570213318,1386.48486328125,-810.985595703125,1468.3760986328125,-638.6536865234375,1427.4304809570312,-724.8196411132812,81.8912353515625,172.3319091796875,14112.472933217883,unknown_area,70.52642265318342,-157.79896857033452,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.515500,3,4,umbrella,0.25572654604911804,995.6025390625,184.9564208984375,1235.037841796875,313.3416748046875,1115.3201904296875,249.1490478515625,239.435302734375,128.38525390625,30739.96213567257,entrance,18.917992906858288,-92.87899302782785,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.515500,3,5,person,0.3409183919429779,1785.6455078125,-2616.428466796875,1903.051025390625,-2406.69140625,1844.3482666015625,-2511.5599365234375,117.405517578125,209.737060546875,24624.2881488204,unknown_area,27.192917174706853,73.97648662658142,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.515500,3,6,person,0.2639058232307434,1618.673583984375,-2570.393310546875,1758.8885498046875,-2348.345458984375,1688.7810668945312,-2459.369384765625,140.2149658203125,222.0478515625,31134.43191730976,unknown_area,48.84080391989474,71.62101440845582,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.515500,3,7,person,0.2179182469844818,334.370849609375,-933.235595703125,413.1220397949219,-722.8953857421875,373.74644470214844,-828.0654907226562,78.75119018554688,210.3402099609375,16564.54187830165,unknown_area,14.199541214726494,11.936276480515549,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.515500,3,8,person,0.18708109855651855,1204.5299072265625,-1778.113037109375,1304.200927734375,-1509.061279296875,1254.3654174804688,-1643.587158203125,99.6710205078125,269.0517578125,26816.66327059269,unknown_area,52.98047737166968,-77.02531173724584,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.665440,6,1,person,0.5764075517654419,1370.2979736328125,-2690.37548828125,1490.952880859375,-2467.9912109375,1430.6254272460938,-2579.183349609375,120.6549072265625,222.38427734375,26831.7543515563,unknown_area,19.67618501024443,-49.108010562537075,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
2025-09-14 13:52:53.665440,6,2,person,0.26415422558784485,463.5459899902344,117.108154296875,522.282958984375,286.66851806640625,492.9144744873047,201.88833618164062,58.736968994140625,169.56036376953125,9959.461829366162,entrance,9.043933388196393,-73.83418162464841,20250910_205534_3687560-uhd_2160_3840_30fps.mp4
