event_id,timestamp,object_id,object_type,behavior,zone,position_x,position_y,duration,confidence,metadata,source
crowd_center_area_1755535048,2025-08-19 00:37:28.695612,-1,crowd,crowding,center_area,0.0,0.0,,1.0,"{""count"": 9, ""threshold"": 5}",system
speed_1_1755535048,2025-08-19 00:37:28.803646,1,person,abnormal_speed,left_area,163.51714515686035,340.72894287109375,,1.0,"{""speed"": 580.7887422487182, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_5_1755535048,2025-08-19 00:37:28.803646,5,person,abnormal_speed,entrance,517.9230651855469,266.2063293457031,,1.0,"{""speed"": 156.25462427182978, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_7_1755535048,2025-08-19 00:37:28.803646,7,person,abnormal_speed,center_area,1207.010498046875,527.7822418212891,,1.0,"{""speed"": 130.53949391850165, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_8_1755535048,2025-08-19 00:37:28.803646,8,person,abnormal_speed,center_area,1027.0867614746094,699.7613067626953,,1.0,"{""speed"": 141.6238511608066, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_9_1755535048,2025-08-19 00:37:28.803646,9,person,abnormal_speed,center_area,605.0474090576172,377.47479248046875,,1.0,"{""speed"": 328.7673967040172, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_13_1755535048,2025-08-19 00:37:28.803646,13,person,abnormal_speed,left_area,179.35921478271484,666.7672576904297,,1.0,"{""speed"": 298.14048893386666, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_15_1755535048,2025-08-19 00:37:28.803646,15,person,abnormal_speed,center_area,1378.9683837890625,436.7961730957031,,1.0,"{""speed"": 101.73196939334747, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_17_1755535048,2025-08-19 00:37:28.803646,17,person,abnormal_speed,center_area,933.8645324707031,504.0930633544922,,1.0,"{""speed"": 270.88431344549105, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_18_1755535048,2025-08-19 00:37:28.803646,18,person,abnormal_speed,center_area,563.6158447265625,638.5425415039062,,1.0,"{""speed"": 116.51642132109755, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
crowd_center_area_1755535048,2025-08-19 00:37:28.803646,-1,crowd,crowding,center_area,0.0,0.0,,1.0,"{""count"": 9, ""threshold"": 5}",system
speed_1_1755535048,2025-08-19 00:37:28.872947,1,person,abnormal_speed,left_area,180.9905242919922,334.46087646484375,,1.0,"{""speed"": 267.70705769995084, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_5_1755535048,2025-08-19 00:37:28.872947,5,person,abnormal_speed,center_area,543.9729309082031,303.24444580078125,,1.0,"{""speed"": 653.0080440291531, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_7_1755535048,2025-08-19 00:37:28.872947,7,person,abnormal_speed,center_area,1198.7960815429688,529.7578735351562,,1.0,"{""speed"": 121.8386034857227, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_8_1755535048,2025-08-19 00:37:28.872947,8,person,abnormal_speed,center_area,1039.1480712890625,702.4939270019531,,1.0,"{""speed"": 178.34516290791032, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_9_1755535048,2025-08-19 00:37:28.872947,9,person,abnormal_speed,center_area,610.3935241699219,385.5970916748047,,1.0,"{""speed"": 140.2278644182623, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
speed_10_1755535048,2025-08-19 00:37:28.872947,10,person,abnormal_speed,center_area,1069.19140625,538.3309020996094,,1.0,"{""speed"": 144.5511031154827, ""threshold"": 100.0}",20250819_003652_1338590-hd_1920_1080_30fps.mp4
