event_id,timestamp,object_id,object_type,behavior,zone,position_x,position_y,duration,confidence,metadata,source
crowd_unknown_area_1756908286,2025-09-03 22:04:46.907492,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 6, ""threshold"": 5}",system
crowd_unknown_area_1756908287,2025-09-03 22:04:47.273102,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 6, ""threshold"": 5}",system
crowd_unknown_area_1756908287,2025-09-03 22:04:47.595413,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 6, ""threshold"": 5}",system
crowd_unknown_area_1756908287,2025-09-03 22:04:47.964803,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 6, ""threshold"": 5}",system
crowd_unknown_area_1756908288,2025-09-03 22:04:48.317566,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 6, ""threshold"": 5}",system
crowd_unknown_area_1756908288,2025-09-03 22:04:48.686915,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 7, ""threshold"": 5}",system
crowd_unknown_area_1756908289,2025-09-03 22:04:49.044884,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 8, ""threshold"": 5}",system
crowd_unknown_area_1756908289,2025-09-03 22:04:49.411519,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 8, ""threshold"": 5}",system
crowd_unknown_area_1756908289,2025-09-03 22:04:49.786972,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 8, ""threshold"": 5}",system
crowd_unknown_area_1756908290,2025-09-03 22:04:50.178744,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 8, ""threshold"": 5}",system
crowd_unknown_area_1756908290,2025-09-03 22:04:50.554661,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 9, ""threshold"": 5}",system
crowd_unknown_area_1756908290,2025-09-03 22:04:50.881922,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 8, ""threshold"": 5}",system
crowd_unknown_area_1756908291,2025-09-03 22:04:51.222455,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 8, ""threshold"": 5}",system
crowd_unknown_area_1756908291,2025-09-03 22:04:51.544681,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 7, ""threshold"": 5}",system
crowd_unknown_area_1756908291,2025-09-03 22:04:51.878636,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 7, ""threshold"": 5}",system
crowd_unknown_area_1756908292,2025-09-03 22:04:52.208280,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 7, ""threshold"": 5}",system
crowd_unknown_area_1756908292,2025-09-03 22:04:52.539377,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 6, ""threshold"": 5}",system
crowd_unknown_area_1756908292,2025-09-03 22:04:52.879083,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 7, ""threshold"": 5}",system
crowd_unknown_area_1756908293,2025-09-03 22:04:53.206717,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 7, ""threshold"": 5}",system
crowd_unknown_area_1756908293,2025-09-03 22:04:53.521039,-1,crowd,crowding,unknown_area,0,0,,1.0,"{""count"": 6, ""threshold"": 5}",system
